,latitude,longitude,Sales Amount (Actual),Distributors,Off premise,On premise,Others,cluster_group
4486,40.7382,-73.1297,6.573680166960646,0,1,0,0,0
4487,40.6794,-74.0014,10.063733901678225,0,1,0,0,3
4488,40.9492,-72.9357,9.189954994914336,0,1,0,0,3
4489,41.3295,-74.3528,9.48580081362482,0,1,0,0,3
4491,40.7763,-73.911,7.91862865334224,0,1,0,0,0
4495,41.284,-73.8931,6.448889394146858,0,1,0,0,0
4498,40.9068,-73.1277,7.6364240316091605,0,1,0,0,0
4499,40.9391,-73.8353,8.717223681990966,0,1,0,0,0
4504,40.6913,-73.8585,6.775366090936392,0,1,0,0,0
4505,40.6816,-73.9798,8.159946655578548,0,1,0,0,0
4506,40.6982,-73.8345,7.038783541388542,0,1,0,0,0
4507,40.8782,-72.9525,6.677083461247136,0,1,0,0,0
4508,40.9136,-73.0464,6.954638864880987,0,1,0,0,0
4509,41.0222,-73.6798,7.913959838325091,0,1,0,0,0
4513,40.7036,-73.8961,9.408797710679542,0,1,0,0,3
4515,40.9734,-73.6907,9.0156870910616,0,1,0,0,3
4516,40.857,-73.3146,6.551080335043404,0,1,0,0,0
4518,40.6407,-73.9028,5.62040086571715,0,1,0,0,0
4519,40.9518,-73.8852,6.539585955617669,0,1,0,0,0
4520,41.3421,-73.7454,10.418010333386354,0,1,0,0,3
4522,42.9499,-78.8599,12.005116803862153,0,1,0,0,4
4523,40.8105,-73.0416,5.840641657373398,0,1,0,0,0
4526,40.7036,-73.8961,7.083387847625295,0,1,0,0,0
4528,43.0708,-73.7408,9.972677737888752,0,1,0,0,3
4529,40.6795,-73.491,5.886104031450156,0,1,0,0,0
4535,41.0629,-74.0159,9.777742907209051,0,1,0,0,3
4536,41.1909,-73.6355,6.369900982828227,0,1,0,0,0
4537,40.7069,-73.8297,6.335054251498059,0,1,0,0,0
4540,40.8542,-73.2138,10.007487142554613,0,1,0,0,3
4541,41.3717,-73.7508,5.529429087511423,0,1,0,0,0
4543,42.7287,-73.6683,7.028201432058005,0,1,0,0,0
4546,40.7591,-73.3257,5.298317366548036,0,1,0,0,0
4554,40.9209,-72.3491,8.281977058867758,0,1,0,0,0
4555,40.7272,-73.7949,6.684611727667927,0,1,0,0,0
4556,40.9351,-73.7571,6.71901315438526,0,1,0,0,0
4558,41.3143,-73.8508,7.768956044538332,0,1,0,0,0
4560,40.6924,-73.9666,8.61323037961318,0,1,0,0,0
4562,41.9697,-74.0668,8.598588829620232,0,1,0,0,0
4566,40.7095,-73.9563,10.69375010074976,0,1,0,0,3
4567,40.8195,-72.7054,9.659439517104408,0,1,0,0,3
4569,41.0499,-73.7776,9.325964634713715,0,1,0,0,3
4570,40.8676,-73.4102,8.392989587956931,0,1,0,0,0
4571,40.7667,-73.8241,7.811163385025279,0,1,0,0,0
4572,40.6179,-73.9856,6.899723107284872,0,1,0,0,0
4573,40.9457,-73.0611,9.030534049327093,0,1,0,0,3
4575,40.6957,-73.3257,6.833031732786201,0,1,0,0,0
4576,42.9164,-78.8763,8.697178688412643,0,1,0,0,4
4577,41.2553,-73.5402,9.379323364330956,0,1,0,0,3
4578,40.9525,-73.735,10.18990632736338,0,1,0,0,3
4580,40.9396,-72.2425,7.847762537473608,0,1,0,0,0
4581,40.9176,-73.8593,6.396929655216146,0,1,0,0,0
4583,40.8465,-73.84100000000002,8.812843433517195,0,1,0,0,0
4584,40.7557,-73.5723,5.318119993844216,0,1,0,0,0
4586,40.7557,-73.5723,7.971085753505607,0,1,0,0,0
4588,43.0772,-76.0098,7.96693349840484,0,1,0,0,4
4589,41.2042,-73.5732,12.918003797477592,0,1,0,0,3
4590,40.9461,-73.8669,7.535830462798367,0,1,0,0,0
4591,40.7117,-73.3007,7.197435354096591,0,1,0,0,0
4593,40.865,-73.6277,7.038783541388542,0,1,0,0,0
4594,40.9391,-73.8353,7.297091005160418,0,1,0,0,0
4597,41.6538,-73.5556,6.532450733768825,0,1,0,0,0
4600,40.7602,-73.695,6.198478716492308,0,1,0,0,0
4603,40.9927,-73.7995,9.482040917420662,0,1,0,0,3
4604,40.9719,-73.7181,8.238219755141357,0,1,0,0,0
4605,40.9271,-73.0127,5.886104031450156,0,1,0,0,0
4607,40.9043,-72.4103,8.385716828627851,0,1,0,0,0
4610,41.0222,-73.6798,8.599318651730849,0,0,0,1,0
4615,42.9164,-78.8763,6.236291309253334,0,0,1,0,4
4616,41.284,-73.8931,11.097582278898592,0,1,0,0,3
4617,41.0395,-73.9192,10.61084971974009,0,1,0,0,3
4627,41.0092,-74.0041,9.706122000177098,0,0,1,0,3
4629,40.7445,-74.0329,12.034032651854636,0,1,0,0,3
4637,40.7449,-75.2217,7.529750115213993,0,0,1,0,0
4638,39.9874,-83.0456,9.963697029368278,0,0,1,0,4
4639,34.0434,-118.2716,6.879355804460439,0,0,1,0,2
4640,28.5978,-81.3534,6.210600077024653,0,0,1,0,1
4641,34.0434,-118.2716,10.540723688026953,0,0,1,0,2
4642,47.6116,-122.3056,9.033008744750116,0,0,1,0,2
4645,38.9896,-77.1538,12.571030848361142,0,1,0,0,3
4646,41.1323,-73.4058,11.61706924070016,0,1,0,0,3
4647,42.1598,-87.9644,9.888779923663854,0,1,0,0,1
4651,39.0388,-77.1922,8.381135181008112,0,1,0,0,0
4654,34.5814,-93.0994,10.196231790580173,0,0,1,0,1
4658,39.2876,-76.5568,10.636143866190785,1,0,0,0,3
4660,43.5522,-72.9561,10.78053837107268,1,0,0,0,3
4661,36.1546,-86.8602,9.669030241321645,1,0,0,0,1
4662,35.5393,-82.51799999999999,8.612503371220562,1,0,0,0,1
4664,41.3822,-72.8585,12.169678334337071,1,0,0,0,3
4665,37.5538,-77.4603,7.866338923046544,1,0,0,0,0
4666,29.9975,-90.2146,8.669742589876522,1,0,0,0,1
4667,41.2175,-73.0549,9.921818509220852,1,0,0,0,3
4668,43.4528,-110.7393,8.850947451970402,1,0,0,0,2
4670,32.8929,-80.0458,8.53895468319775,1,0,0,0,1
4671,41.8093,-87.7052,8.536995818712418,1,0,0,0,1
4672,37.7395,-77.4784,15.955688474039523,1,0,0,0,3
4673,42.3943,-71.218,10.78766823049205,1,0,0,0,3
4674,44.5231,-109.0756,8.25539196841115,1,0,0,0,2
4675,40.001999999999995,-75.2966,12.139366443335366,1,0,0,0,3
4678,25.8301,-80.2926,7.600902459542082,1,0,0,0,1
4679,33.9985,-83.7115,11.249936005108818,1,0,0,0,1
4681,32.9756,-117.0402,10.17967885827241,1,0,0,0,2
4682,41.1549,-96.1376,11.530745736540144,1,0,0,0,1
4683,37.6811,-122.4001,5.236441962829949,1,0,0,0,2
4684,38.1457,-85.8641,9.707655133714226,1,0,0,0,1
4685,43.4992,-110.8742,11.24865831115665,1,0,0,0,2
4686,42.1258,-71.0437,9.940927835509973,1,0,0,0,3
4687,25.9974,-80.3248,12.546994965824998,1,0,0,0,1
4688,25.9974,-80.3248,13.000152330058397,1,0,0,0,1
4689,25.9974,-80.3248,14.1200067967076,1,0,0,0,1
4690,25.9974,-80.3248,11.918590553081058,1,0,0,0,1
4691,25.7763,-80.2919,7.3395376954076745,1,0,0,0,1
4692,43.4528,-110.7393,6.194405391104672,1,0,0,0,2
4693,34.1767,-118.6159,9.946068000071246,1,0,0,0,2
4694,47.6547,-117.381,12.994131585626537,1,0,0,0,2
4697,44.483999999999995,-73.2199,9.925102262508537,1,0,0,0,3
4699,40.5716,-74.3167,11.60042339024271,1,0,0,0,3
4702,35.6884,-84.0769,12.955334292428669,1,0,0,0,1
4703,39.9648,-83.126,8.669742589876522,1,0,0,0,4
4704,25.7735,-80.3572,12.428898546398822,1,0,0,0,1
4705,37.7395,-77.4784,12.450570873989804,1,0,0,0,3
4706,45.5742,-122.6842,10.848224234651967,1,0,0,0,2
4707,42.4212,-83.1009,9.439784035838873,1,0,0,0,4
4709,45.5142,-122.6364,10.851342259414563,1,0,0,0,2
4710,42.2736,-85.5457,7.682482446534506,1,0,0,0,4
4712,45.483999999999995,-122.6365,10.31753307669482,1,0,0,0,2
4713,25.7955,-80.3129,6.756932389247553,1,0,0,0,1
4714,37.7806,-122.2166,11.400685786479995,1,0,0,0,2
4716,38.2904,-122.2841,13.689312212706543,1,0,0,0,2
4717,46.7074,-111.958,13.582001520131707,1,0,0,0,2
4719,32.7673,-96.7776,13.74074859508215,1,0,0,0,1
4720,32.7673,-96.7776,15.147089322664142,1,0,0,0,1
4721,32.7673,-96.7776,11.717147121029907,1,0,0,0,1
4722,32.7673,-96.7776,13.095952048667174,1,0,0,0,1
4723,32.7673,-96.7776,13.27346951302101,1,0,0,0,1
4724,32.7673,-96.7776,11.921450287374853,1,0,0,0,1
4725,42.1868,-71.2033,11.90272178966377,1,0,0,0,3
4727,39.0755,-84.7007,13.288058036929248,1,0,0,0,1
4729,33.1934,-86.7944,13.887361388260233,1,0,0,0,1
4732,41.2074,-96.0612,11.318879444479714,1,0,0,0,1
4733,43.5924,-110.8314,11.240263359274833,1,0,0,0,2
4734,45.5142,-122.6364,14.497118582807024,1,0,0,0,2
4736,41.9501,-87.945,16.116521361414563,1,0,0,0,1
4738,47.5412,-122.275,15.380769376286482,1,0,0,0,2
4739,43.5851,-116.2191,11.971596434010658,1,0,0,0,2
4742,39.0837,-94.5868,12.862742649994916,1,0,0,0,1
4743,41.1437,-104.7962,9.640375808775582,1,0,0,0,2
4744,33.3105,-111.8239,15.498022976138172,1,0,0,0,2
4745,41.1814,-96.0658,11.296186485531008,1,0,0,0,1
4747,25.9974,-80.3248,9.234349824436535,1,0,0,0,1
4748,48.2028,-114.3039,12.212865322971718,1,0,0,0,2
4751,26.1216,-80.1288,9.27049429479593,1,0,0,0,1
4752,43.5464,-96.6906,8.6631982138443,1,0,0,0,1
4753,32.8473,-79.8206,7.9415445616062375,1,0,0,0,1
4757,41.3866,-81.4421,15.487871174306115,1,0,0,0,4
4761,35.7977,-78.6253,15.04549614307495,1,0,0,0,3
4762,43.1154,-88.0346,10.346152101633399,1,0,0,0,1
4763,41.8093,-87.7052,8.069342366811636,1,0,0,0,1
4764,36.0934,-95.8856,13.059930243715707,1,0,0,0,1
4766,25.9974,-80.3248,15.944184142361312,1,0,0,0,1
4767,40.6681,-111.9083,15.14330822926991,1,0,0,0,2
4769,35.1021,-90.03299999999999,12.648094665611218,1,0,0,0,1
4771,37.7455,-87.1128,12.316020309119391,1,0,0,0,1
4772,44.1945,-72.4936,14.47280459752944,1,0,0,0,3
4773,45.6681,-111.2404,13.71602037811951,1,0,0,0,2
4774,39.9575,-86.023,14.067556439778919,1,0,0,0,1
4775,39.2447,-84.3455,10.149370590819828,1,0,0,0,1
4778,44.207,-69.7858,15.460073766460031,1,0,0,0,3
4781,26.2154,-98.2359,13.94652557466892,1,0,0,0,1
4782,42.4212,-83.1009,14.94513322912557,1,0,0,0,4
4783,39.2092,-76.6681,15.076109734454416,1,0,0,0,3
4787,21.2998,-157.8439,13.075070785313848,1,0,0,0,2
4790,32.7673,-96.7776,6.598509028614515,1,0,0,0,1
4793,44.9138,-93.485,12.875009430339517,1,0,0,0,1
4796,41.177,-73.1336,16.23558720147037,1,0,0,0,3
4797,38.0685,-122.1614,17.480571916910986,1,0,0,0,2
4801,43.7318,-116.2797,14.280187531987664,1,0,0,0,2
4803,44.913999999999994,-93.1727,14.731046749244259,1,0,0,0,1
4804,43.0712,-87.9084,11.592097024073242,1,0,0,0,1
4807,36.2195,-86.774,12.979725503499703,1,0,0,0,1
4812,45.5235,-122.6762,13.727677163210597,1,0,0,0,2
4813,46.6131,-112.0213,9.692434367298036,1,0,0,0,2
4814,34.6836,-92.2776,12.611348669096316,1,0,0,0,1
4818,45.2097,-123.2043,13.500825840183127,1,0,0,0,2
4819,36.0948,-95.9655,10.877615023691057,1,0,0,0,1
4820,45.4373,-122.6147,7.687080155783135,1,0,0,0,2
4822,38.7023,-90.3644,14.848582543879127,1,0,0,0,1
4829,41.9563,-87.8692,13.654969929162165,1,0,0,0,1
4830,33.7838,-84.5952,15.265785489283555,1,0,0,0,1
4832,37.2853,-80.0692,15.5206122131465,1,0,0,0,4
4833,39.5929,-75.6515,10.578874194317118,1,0,0,0,3
4838,25.9974,-80.3248,15.636782223169824,1,0,0,0,1
4840,61.19,-149.8938,13.253044246143206,1,0,0,0,2
4841,37.7719,-97.3175,12.593508227468872,1,0,0,0,1
4843,30.1582,-92.0236,10.785559441023599,1,0,0,0,1
4845,41.14,-104.8202,10.843682684003367,1,0,0,0,2
4848,47.4648,-122.2075,15.375652731147396,1,0,0,0,2
4852,35.1714,-80.9084,9.55775254863573,1,0,0,0,1
4855,32.9673,-96.9805,14.61516398508166,1,0,0,0,1
4856,42.1868,-71.2033,16.662718634972254,1,0,0,0,3
4857,47.0379,-122.9007,10.44073210283281,1,0,0,0,2
4858,25.9974,-80.3248,15.815978853330353,1,0,0,0,1
4863,40.001999999999995,-75.2966,16.169103872466454,1,0,0,0,3
4864,41.14,-104.8202,13.093049905066943,1,0,0,0,2
4868,40.6287,-74.8855,8.538377217083367,0,1,0,0,0
4869,40.7279,-74.2656,11.48174383165035,0,1,0,0,3
4870,40.9477,-74.0672,8.944028325260595,0,1,0,0,3
4871,40.2669,-74.525,9.865343219877458,0,1,0,0,3
4872,40.7321,-74.066,6.410174881966167,0,1,0,0,0
4873,39.7539,-74.99600000000002,8.544029845369797,0,1,0,0,0
4874,40.8789,-74.1425,9.672941671455156,0,1,0,0,3
4875,39.9157,-75.0634,10.29390670243902,0,1,0,0,3
4876,40.2377,-74.7821,7.640123172695364,0,1,0,0,0
4877,40.8344,-74.1377,6.473890696352274,0,1,0,0,0
4878,40.4284,-74.4064,9.56843430866833,0,1,0,0,3
4879,40.1688,-74.072,9.411647228681218,0,1,0,0,3
4881,40.398,-74.3236,7.090076835776092,0,1,0,0,0
4882,40.398,-74.3236,6.782192056006791,0,1,0,0,0
4883,40.5904,-74.6267,7.27655640271871,0,1,0,0,0
4885,40.7271,-74.1563,9.025134258846958,0,1,0,0,3
4886,40.0086,-74.7896,8.336630087637147,0,1,0,0,0
4887,40.2825,-74.3424,9.391995039782433,0,1,0,0,3
4888,39.9478,-74.9036,6.862757913051401,0,1,0,0,0
4889,40.1431,-74.7032,9.69109846411978,0,1,0,0,3
4890,40.556,-74.2845,6.674561391814426,0,1,0,0,0
4891,40.0389,-74.1109,6.467698726104354,0,1,0,0,0
4892,40.5904,-74.6267,6.349138991379798,0,1,0,0,0
4893,40.2418,-74.6962,9.466222131878165,0,1,0,0,3
4894,39.8911,-75.117,8.51959031601596,0,1,0,0,0
4895,40.1481,-74.2137,7.794823152179389,0,1,0,0,0
4897,40.6651,-74.267,9.749403537153412,0,1,0,0,3
4898,41.0092,-74.0041,9.15559903465184,0,1,0,0,3
4899,40.7647,-74.1471,7.939515260662406,0,1,0,0,0
4902,40.7465,-74.2575,9.822494393326597,0,1,0,0,3
4903,39.8504,-74.9646,9.723283751713176,0,1,0,0,3
4904,40.9031,-74.0955,10.231603544216687,0,1,0,0,3
4905,40.8536,-74.1079,10.270281129996023,0,1,0,0,3
4906,40.7482,-74.0498,6.833031732786201,0,1,0,0,0
4907,40.588,-74.6874,10.57785957776974,0,1,0,0,3
4908,40.7445,-74.0329,10.231774956038329,0,1,0,0,3
4909,40.6087,-74.2819,8.55756708555451,0,1,0,0,0
4911,40.3825,-74.5111,7.3395376954076745,0,0,1,0,0
4912,40.333,-73.9809,9.208137948420983,0,0,1,0,3
4913,40.7445,-74.0329,9.20833836930551,0,0,1,0,3
4914,38.9711,-74.9214,7.397561535524052,0,0,1,0,0
4915,40.6785,-74.3588,8.858742517777733,0,0,1,0,0
4916,40.8529,-74.8343,8.234299635696253,0,0,1,0,0
4917,40.4891,-74.4482,8.68609172787805,0,0,1,0,0
4918,40.7859,-74.2568,9.98506753952855,0,0,1,0,3
4920,40.3731,-74.9266,6.210600077024653,0,0,1,0,0
4921,40.3666,-74.6408,6.3835066348840055,0,0,1,0,0
4922,40.3535,-74.6594,9.53791600808964,0,0,1,0,3
4924,40.6717,-74.2043,12.023506398802079,1,0,0,0,3
4925,40.8403,-74.0925,6.97354301952014,0,0,1,0,0
4927,39.7473,-75.0899,6.536691597591305,0,1,0,0,0
4928,40.8317,-73.9738,9.126188901552421,0,0,1,0,3
4929,40.6479,-74.3451,6.984716320118266,0,0,1,0,0
4930,40.3282,-74.0589,7.66105638236183,0,0,1,0,0
4931,40.9548,-73.9602,6.498282149476434,0,0,1,0,0
4932,39.7539,-74.99600000000002,7.416979621381154,0,0,1,0,0
4934,40.718,-74.0754,8.833414614606582,0,0,1,0,0
4935,40.2992,-73.9912,8.21878715560148,0,0,1,0,0
4937,40.3902,-74.771,8.404893096928276,0,0,1,0,0
4939,40.7225,-74.5778,9.080375184305543,0,0,1,0,3
4940,40.0806,-74.0595,8.607764889600624,0,0,1,0,0
4941,40.7149,-74.3642,7.738061016047126,0,0,1,0,0
4942,39.8365,-74.971,8.393442383980062,0,0,1,0,0
4943,40.3584,-74.0681,8.847267864340761,0,0,1,0,0
4944,40.3192,-74.4285,9.803777708387116,0,0,1,0,3
4945,40.9952,-73.9582,5.886104031450156,0,0,1,0,0
4946,40.6752,-74.4346,6.3561076606958915,0,0,1,0,0
4947,40.982,-74.1131,10.402069224109383,0,0,1,0,3
4948,40.1688,-74.072,10.07844875492379,0,0,1,0,3
4949,40.4284,-74.4064,5.981414211254481,0,0,1,0,0
4950,40.7445,-74.0329,9.237955539009157,0,0,1,0,3
4952,40.7321,-74.066,9.502040859771485,0,0,1,0,3
4955,40.8545,-74.2789,8.641532465671846,0,0,1,0,0
4956,40.7859,-74.2568,9.126306376366173,0,0,1,0,3
4958,40.3535,-74.6594,8.009353106490613,0,0,1,0,0
4959,40.8882,-74.0503,5.386053480852124,0,0,1,0,0
4960,40.7079,-74.6541,8.545586265917455,0,0,1,0,0
4961,39.8637,-74.8223,7.911324018963353,0,0,1,0,0
4962,40.4891,-74.4482,8.680671660408713,0,0,1,0,0
4963,40.4284,-74.4064,9.991590000757673,0,0,1,0,3
4964,40.3666,-74.6408,8.19118600464279,0,0,1,0,0
4965,40.8835,-74.2144,5.545177444479562,0,0,1,0,0
4966,40.7445,-74.0329,6.802394763324311,0,0,1,0,0
4967,40.2016,-74.705,7.095064377287131,0,0,1,0,0
4968,39.0533,-74.762,9.391327705757,0,0,1,0,3
4970,40.6952,-74.2677,6.113682179832232,0,0,1,0,0
4971,40.0874,-74.1152,8.237479288613633,0,0,1,0,0
4972,40.8222,-73.988,6.890273356765622,0,0,1,0,0
4974,39.7068,-75.1172,6.841615476477592,0,0,1,0,0
4975,40.4459,-74.9435,7.958576903813898,0,0,1,0,0
4976,40.7221,-74.0469,6.815639990074331,0,0,1,0,0
4977,40.1542,-74.0379,6.907755278982137,0,0,1,0,0
4978,40.8943,-73.9772,8.303999970955196,0,0,1,0,0
4979,40.5007,-74.5013,7.138866999945524,0,0,1,0,0
4980,40.4397,-74.9554,6.704414354964107,0,0,1,0,0
4981,40.8445,-74.4824,6.761572768804055,0,0,1,0,0
4982,40.7445,-74.0329,6.876264611890766,0,0,1,0,0
4983,40.3666,-74.6408,7.318539548567902,0,0,1,0,0
4984,41.0544,-74.279,6.802394763324311,0,0,1,0,0
4985,40.2171,-74.7429,8.326032685955079,0,0,1,0,0
4986,40.6952,-74.2677,7.080026499922591,0,0,1,0,0
4987,40.9608,-73.9874,8.745804964716015,0,0,1,0,0
4988,38.9711,-74.9214,6.82001636467413,0,0,1,0,0
4989,40.7368,-74.3271,9.859641197578208,0,0,1,0,3
4990,40.5823,-74.2313,9.131081773475351,0,1,0,0,3
4991,40.5171,-74.3973,8.465478755729558,0,1,0,0,0
4992,40.7321,-74.066,10.147374464988237,0,1,0,0,3
4993,40.4991,-74.4266,7.3777589082278725,0,1,0,0,0
4995,39.8231,-75.2751,7.637234388789473,0,1,0,0,0
4997,40.7225,-74.5778,9.022081222515475,0,1,0,0,3
4999,40.6664,-74.1192,6.54534966033442,0,1,0,0,0
5000,40.7221,-74.0469,8.420241665339788,0,1,0,0,0
5001,40.9115,-74.414,7.714829180275961,0,1,0,0,0
5002,40.7321,-74.066,8.36450810375059,0,1,0,0,0
5003,40.6412,-74.9088,8.871224644409553,0,1,0,0,0
5004,40.7162,-74.8152,7.052721049232323,0,1,0,0,0
5007,40.2023,-74.0132,7.302496423727326,0,1,0,0,0
5008,40.4538,-74.4823,9.802782848414497,0,1,0,0,3
5010,39.6627,-74.2885,5.717027701406222,0,1,0,0,0
5012,40.7445,-74.0329,10.658670124015526,0,1,0,0,3
5013,40.8882,-74.0503,7.249925536717988,0,1,0,0,0
5014,40.2669,-74.525,9.464362242935328,0,1,0,0,3
5015,40.7279,-74.2656,7.814399633804487,0,1,0,0,0
5017,40.9265,-74.0392,6.335054251498059,0,1,0,0,0
5018,40.718,-74.0754,7.265429723253953,0,1,0,0,0
5019,40.4353,-74.2358,9.48721424571136,0,1,0,0,3
5020,40.6425,-74.6396,9.890706218171395,0,1,0,0,3
5021,40.3666,-74.6408,11.215923564190115,0,1,0,0,3
5022,40.3039,-74.5065,9.982532069875722,0,1,0,0,3
5023,40.0565,-74.9114,5.7430031878094825,0,1,0,0,0
5024,40.5759,-74.5008,8.014335737299424,0,1,0,0,0
5026,40.0389,-74.1109,8.881836305004146,0,1,0,0,3
5027,41.0004,-74.1025,11.002016504398489,0,1,0,0,3
5029,40.7647,-74.1471,8.016760044966682,0,1,0,0,0
5030,40.718,-74.0754,9.359966545931995,0,1,0,0,3
5031,40.7647,-74.1471,8.343077871169383,0,1,0,0,0
5032,40.3192,-74.4285,4.787491742782046,0,1,0,0,0
5033,40.702,-74.089,7.307872780763706,0,1,0,0,0
5034,40.6466,-74.829,9.981836518947105,0,1,0,0,3
5035,40.2825,-74.3424,5.950642552587727,0,1,0,0,0
5036,40.7219,-74.6707,9.794843875419385,0,1,0,0,3
5037,38.9711,-74.9214,6.403574197934815,0,1,0,0,0
5038,39.63800000000001,-74.7728,5.402677381872279,0,1,0,0,0
5039,41.0301,-74.2965,7.903965634032166,0,1,0,0,0
5040,40.9608,-73.9874,6.815639990074331,0,1,0,0,0
5041,40.8185,-74.1589,8.068402958569699,0,1,0,0,0
5042,40.464,-74.2742,9.052516286782616,0,1,0,0,3
5044,40.7221,-74.0469,6.222576268071369,0,1,0,0,0
5047,40.464,-74.2742,5.703782474656201,0,1,0,0,0
5049,40.8319,-74.2428,6.498282149476434,0,1,0,0,0
5050,40.702,-74.089,6.833031732786201,0,1,0,0,0
5051,40.8503,-73.9745,10.038804849483757,0,1,0,0,3
5052,40.7279,-74.2656,7.098375638590786,0,1,0,0,0
5053,40.7482,-74.0498,8.525226835112418,0,1,0,0,0
5054,40.8503,-73.9745,10.520185560932667,0,1,0,0,3
5055,40.7482,-74.0498,7.269616749608169,0,1,0,0,0
5058,40.398,-74.3236,7.191429330036379,0,1,0,0,0
5059,40.5449,-74.3517,8.363109176033522,0,1,0,0,0
5060,40.8904,-74.4415,6.911747300251674,0,1,0,0,0
5061,40.9069,-74.1209,7.664815785285735,0,1,0,0,0
5062,40.0086,-74.7896,6.804614520062624,0,1,0,0,0
5063,40.7952,-74.4873,7.672292455628756,0,1,0,0,0
5064,40.7445,-74.0329,8.903461888442036,0,1,0,0,3
5066,40.718,-74.0754,7.249925536717988,0,1,0,0,0
5067,40.6664,-74.1192,6.1903154058531475,0,1,0,0,0
5068,40.6479,-74.3451,6.54534966033442,0,1,0,0,0
5069,39.4101,-74.3646,9.76249985923515,0,1,0,0,3
5070,40.7482,-74.0498,7.783224016336037,0,1,0,0,0
5071,40.982,-74.1131,8.641179171197228,0,1,0,0,0
5072,39.3664,-74.4317,6.84587987526405,0,1,0,0,0
5073,40.3666,-74.6408,9.544094632530348,0,1,0,0,3
5074,40.6664,-74.1192,8.210396255104774,0,1,0,0,0
5075,39.0951,-74.7262,6.376726947898627,0,1,0,0,0
5076,40.4397,-74.9554,10.640316634182197,0,1,0,0,3
5077,40.4421,-74.5369,6.556778356158042,0,1,0,0,0
5078,40.5325,-74.3375,6.9957661563048505,0,1,0,0,0
5079,40.7898,-74.1343,7.8399193600125825,0,1,0,0,0
5081,40.8601,-74.1283,5.762051382780177,0,1,0,0,0
5082,40.4284,-74.4064,8.051340933292979,0,1,0,0,0
5083,40.6466,-74.829,8.126813720726114,0,1,0,0,0
5084,40.3584,-74.0681,7.22983877815125,0,1,0,0,0
5086,39.665,-74.971,9.364776725280601,0,1,0,0,3
5087,40.0806,-74.0595,8.881836305004146,0,1,0,0,3
5088,40.1345,-74.0436,8.497806477616047,0,1,0,0,0
5089,40.7271,-74.1563,8.858510813033927,0,1,0,0,0
5091,41.0086,-73.9389,12.617751011314,0,1,0,0,3
5092,40.7482,-74.0498,7.545389749611823,0,1,0,0,0
5093,40.718,-74.0754,8.47261414801827,0,1,0,0,0
5094,40.7015,-74.3227,8.045588280803528,0,1,0,0,0
5095,40.578,-74.3589,8.52753750405433,0,1,0,0,0
5096,40.9229,-74.5094,11.081373022098745,0,1,0,0,3
5097,40.7149,-74.3642,7.045776576879511,0,1,0,0,0
5098,40.5449,-74.3517,7.818430272070656,0,1,0,0,0
5099,38.9711,-74.9214,9.874264693859224,0,1,0,0,3
5100,40.5007,-74.5013,9.684958338772663,0,1,0,0,3
5102,40.2197,-74.5939,6.74993119378857,0,1,0,0,0
5103,40.6785,-74.3588,7.844632644464681,0,1,0,0,0
5104,40.5823,-74.2313,7.035268599281097,0,1,0,0,0
5105,40.7939,-74.0258,8.81640849968169,0,1,0,0,0
5106,40.3584,-74.0681,8.857941984804711,0,1,0,0,0
5107,40.6565,-74.2215,6.5337888379333435,0,1,0,0,0
5108,39.9515,-74.1521,7.958576903813898,0,1,0,0,0
5110,40.8223,-74.4569,9.834994556090829,0,1,0,0,3
5111,40.817,-74.0,7.432483807917119,0,1,0,0,0
5112,40.7221,-74.0469,9.780245895678089,0,1,0,0,3
5115,40.0293,-74.9497,7.382746449738912,0,1,0,0,0
5116,40.8493,-74.0878,7.86940171257709,0,1,0,0,0
5117,40.7445,-74.0329,9.466376966592419,0,1,0,0,3
5118,40.6354,-74.2556,9.805819595357969,0,1,0,0,3
5119,40.7939,-74.0258,8.117312461601975,0,1,0,0,0
5120,40.8445,-74.4824,10.300786071311231,0,1,0,0,3
5121,40.167,-74.6488,8.149601735736155,0,1,0,0,0
5122,40.7445,-74.0329,10.161303411750445,0,1,0,0,3
5126,40.6664,-74.1192,8.497806477616047,0,1,0,0,0
5127,40.6412,-74.9088,9.981611805767564,0,1,0,0,3
5132,39.9308,-75.0175,10.756465252054497,0,0,1,0,3
5135,40.6512,-74.3239,8.118862572208672,0,1,0,0,0
5136,40.8131,-74.2165,9.696590681272108,0,1,0,0,3
5139,40.5711,-74.6377,10.344577171617221,0,0,1,0,3
5145,40.791,-74.0634,8.495765244002618,0,0,1,0,0
5148,40.7692,-74.2355,5.318119993844216,0,0,1,0,0
5151,40.7445,-74.0329,8.628913441026645,0,0,1,0,0
5152,40.9978,-74.166,8.016977746762262,0,0,1,0,0
5153,40.8822,-74.296,10.981015793239171,0,0,1,0,3
5154,40.9343,-74.1166,7.579474512128462,0,0,1,0,0
5158,40.6571,-74.6432,10.024259450423733,0,0,1,0,3
5162,40.7225,-74.5778,10.304348745539233,0,0,1,0,3
5165,40.7859,-74.2568,8.897272113133987,0,0,1,0,0
5167,40.7149,-74.3642,10.82208761585063,0,0,1,0,3
5172,41.1467,-74.5874,11.09563921162645,0,0,1,0,3
5174,40.9535,-74.0335,10.91266862968429,0,0,1,0,3
5175,40.718,-74.0754,10.938339683729726,0,0,1,0,3
5176,40.8219,-74.42,10.595869440334255,0,0,1,0,3
5177,40.8403,-74.0925,10.272530694010324,0,0,1,0,3
